name,league,club,country,position,price,rating,base_stats,total_stats,popularity,weight,height,pace,shooting,dribling,defending,physicality,weak_foot,skills,card_type
Josip Ilicic,Serie A TIM,Atalanta,Slovenia,CF,7.7K ,84,436,2074,114,79,190,70,86,84,85,43,4,4,Rare
Felipe,LaLiga Santander,Atlético de Madrid,Brazil,CB,10K ,84,395,1847,138,83,190,62,41,58,62,86,3,2,Rare
Fernandinho,Premier League,Manchester City,Brazil,CB,12.5K ,84,456,2225,325,67,179,64,72,78,78,85,4,3,Rare
David Alaba,Bundesliga,FC Bayern,Austria,CB,10.5K ,84,467,2281,1108,78,180,77,70,81,80,83,4,3,Rare
Stefan de Vrij,Serie A TIM,Inter,Netherlands,CB,9.2K ,84,401,1853,49,78,189,68,41,62,69,86,4,2,Rare
Kingsley Coman,Bundesliga,FC Bayern,France,LM,7.9K ,84,421,2002,780,75,179,93,76,77,87,29,3,4,Rare
Oyarzabal,LaLiga Santander,Real Sociedad,Spain,LW,8.3K ,84,430,2064,142,79,181,81,82,80,83,41,3,3,Rare
Guerreiro,Bundesliga,Dortmund,Portugal,LM,7.7K ,84,453,2189,145,71,170,74,78,84,87,73,2,4,Rare
Pizzi,Liga NOS (POR 1),SL Benfica,Portugal,RM,7.8K ,84,452,2190,42,72,177,75,78,83,83,65,4,3,Rare
Grimaldo,Liga NOS (POR 1),SL Benfica,Spain,LB,7.6K ,84,461,2216,122,69,171,85,65,79,84,77,2,3,Rare
Jesús Navas,LaLiga Santander,Sevilla FC,Spain,RB,8.6K ,84,456,2196,1138,60,172,87,69,79,83,80,2,4,Rare
Azpilicueta,Premier League,Chelsea,Spain,RB,8.6K ,84,431,2110,62,77,178,67,55,77,72,84,3,2,Rare
Nicolás Tagliafico,Eredivisie (NED 1),Ajax,Argentina,LB,7.3K ,84,448,2115,217,65,172,82,56,73,76,82,2,3,Rare
Alex Telles,Liga NOS (POR 1),FC Porto,Brazil,LB,29K ,84,477,2300,622,71,181,85,74,83,80,79,2,3,Rare
Lucas Digne,Premier League,Everton,France,LB,8.2K ,84,462,2247,260,74,178,78,69,80,79,80,2,3,Rare
Salvatore Sirigu,Serie A TIM,Torino,Italy,GK,7.2K ,84,456,916,104,80,192,84,80,76,82,50,2,1,Rare
André Onana,Eredivisie (NED 1),Ajax,Cameroon,GK,19.75K ,84,482,1100,227,93,190,84,80,87,86,63,3,1,Rare
Rui Patrício,Premier League,Wolves,Portugal,GK,7.1K ,84,461,1035,184,84,190,84,80,77,83,55,2,1,Rare
Kasper Schmeichel,Premier League,Leicester City,Denmark,GK,9K ,84,463,1023,208,89,189,82,77,83,89,53,3,1,Rare
Roman Bürki,Bundesliga,Dortmund,Switzerland,GK,7.2K ,84,455,935,198,85,187,85,82,72,88,46,2,1,Rare
Iago Aspas,LaLiga Santander,RC Celta,Spain,ST,9.7K ,84,428,2080,525,67,176,82,85,77,86,35,4,3,Rare
Thomas Partey,LaLiga Santander,Atlético de Madrid,Ghana,CM,14.5K ,84,474,2229,603,77,185,71,74,81,81,82,3,3,Rare
Isco,LaLiga Santander,Real Madrid,Spain,CAM,7.9K ,84,432,2114,88,79,176,68,75,82,89,59,3,4,Rare
Idrissa Gueye,Ligue 1 Conforama,Paris SG,Senegal,CDM,7.5K ,84,443,2122,212,66,174,69,61,71,78,85,3,3,Rare
Lautaro Martínez,Serie A TIM,Inter,Argentina,ST,7.9K ,84,451,2150,1149,81,174,83,82,71,85,48,4,4,Rare
Marcelo Brozovic,Serie A TIM,Inter,Croatia,CDM,7.7K ,84,455,2208,102,68,181,63,74,80,81,79,4,3,Rare
Julian Brandt,Bundesliga,Dortmund,Germany,CAM,7.7K ,84,444,2106,432,83,185,81,78,82,86,51,4,4,Rare
Axel Witsel,Bundesliga,Dortmund,Belgium,CDM,7.9K ,84,461,2248,60,81,186,63,73,81,80,82,4,4,Rare
Raúl Jiménez,Premier League,Wolves,Mexico,ST,7.8K ,84,450,2146,701,81,190,78,82,76,82,49,4,3,Rare
Douglas Costa,Serie A TIM,Piemonte Calcio,Brazil,LM,27K ,84,437,2096,531,70,172,93,73,79,90,43,3,5,Rare
Niklas Süle,Bundesliga,FC Bayern,Germany,CB,14.25K ,84,387,1714,119,97,195,69,42,59,51,85,3,2,Rare
Anthony Martial,Premier League,Manchester Utd,France,ST,10K ,84,446,2095,4649,76,184,89,83,74,87,41,3,4,Rare
Leon Goretzka,Bundesliga,FC Bayern,Germany,CM,11.5K ,84,477,2276,1282,76,189,78,78,80,82,77,4,3,Rare
Lucas Pezzini Leiva,Serie A TIM,Lazio,Brazil,CDM,8K ,84,434,2131,26,78,179,60,66,76,78,83,3,3,Rare
Jesús Corona,Liga NOS (POR 1),FC Porto,Mexico,RM,7.2K ,84,455,2223,89,62,173,84,68,78,88,77,5,4,Rare
Saúl Ñíguez Esclápez,LaLiga Santander,Atlético de Madrid,Spain,CM,8K ,84,464,2245,122,76,184,68,79,79,81,78,4,3,Rare
José María Giménez,LaLiga Santander,Atlético de Madrid,Uruguay,CB,8.2K ,84,390,1784,124,80,185,67,45,53,56,86,3,2,Rare
Wilfred Ndidi,Premier League,Leicester City,Nigeria,CDM,7.4K ,84,446,2146,1062,74,183,71,62,68,74,87,4,3,Rare
Arthur Henrique Ramos Oliveira Melo,Serie A TIM,Piemonte Calcio,Brazil,CM,7.6K ,84,454,2198,95,73,171,66,73,82,87,75,3,4,Rare
Walter Benítez,Ligue 1 Conforama,OGC Nice,Argentina,GK,82K ,84,468,950,102,93,191,84,82,81,86,51,2,1,IF
Andrés Iniesta Luján,Meiji Yasuda J1 (JPN 1),Vissel Kobe,Spain,CM,57K ,84,440,2141,444,68,171,61,75,88,88,66,4,4,IF
Ben Chilwell,Premier League,Chelsea,England,LB,33.75K ,84,452,2143,649,77,178,80,55,78,81,80,3,3,IF
James Rodríguez,Premier League,Everton,Colombia,RW,51K ,84,438,2173,446,75,180,58,88,88,88,51,2,4,IF
Marcel Halstenberg,Bundesliga,RB Leipzig,Germany,CB,47.25K ,84,451,2172,240,87,188,69,68,75,74,83,3,3,IF
Alex Telles,Premier League,Manchester Utd,Brazil,LB,37.5K ,84,477,2300,1768,71,181,85,74,83,80,79,2,3,OTW
Dominic Calvert-Lewin,Premier League,Everton,England,ST,47.75K ,84,447,2104,-1441,71,187,88,82,69,81,42,3,3,PL POTM SBC
Alex Telles,Premier League,Manchester Utd,Brazil,LB,8.3K ,84,477,2300,2208,71,181,85,74,83,80,79,2,3,Rare
Thomas Partey,Premier League,Arsenal,Ghana,CM,7.5K ,84,474,2229,851,77,185,71,74,81,81,82,3,3,Rare
Douglas Costa,Bundesliga,FC Bayern,Brazil,LM,7.8K ,84,437,2096,1134,70,172,93,73,79,90,43,3,5,Rare
Callejón José,Serie A TIM,Fiorentina,Spain,RM,8K ,84,434,2064,264,73,,88,78,75,83,47,3,3,Rare
Callejón José,Serie A TIM,Napoli,Spain,RM,0 ,84,434,2064,17,73,,88,78,75,83,47,3,3,Rare
Alessandro Florenzi,Ligue 1 Conforama,Paris SG,Italy,RB,29K ,84,485,2360,966,67,173,84,81,82,82,80,3,4,OTW
Arthur Henrique Ramos Oliveira Melo,Serie A TIM,Piemonte Calcio,Brazil,CM,17K ,84,454,2198,77,73,171,66,73,82,87,75,3,4,OTW
James Rodríguez,Premier League,Everton,Colombia,CAM,20.75K ,84,438,2173,2980,75,180,58,88,88,88,51,2,4,OTW SBC
Jesús Navas,LaLiga Santander,Sevilla FC,Spain,RB,8.7K ,84,456,2196,26,60,172,87,69,79,83,80,2,4,CL
Anthony Martial,Premier League,Manchester Utd,France,ST,10.75K ,84,446,2095,209,76,184,89,83,74,87,41,3,4,CL
Alex Telles,Premier League,Manchester Utd,Brazil,LB,8.2K ,84,477,2300,143,71,181,85,74,83,80,79,2,3,CL
Lautaro Martínez,Serie A TIM,Inter,Argentina,ST,8K ,84,451,2150,46,81,174,83,82,71,85,48,4,4,CL
Marcelo Brozovic,Serie A TIM,Inter,Croatia,CDM,7.7K ,84,455,2208,10,68,181,63,74,80,81,79,4,3,CL
Stefan de Vrij,Serie A TIM,Inter,Netherlands,CB,8.9K ,84,401,1853,-6,78,189,68,41,62,69,86,4,2,CL
Isco,LaLiga Santander,Real Madrid,Spain,CAM,8K ,84,432,2114,5,79,176,68,75,82,89,59,3,4,CL
Lucas Pezzini Leiva,Serie A TIM,Lazio,Brazil,CDM,7.4K ,84,434,2131,-4,78,179,60,66,76,78,83,3,3,CL
Josip Ilicic,Serie A TIM,Atalanta,Slovenia,CF,7.6K ,84,436,2074,11,79,190,70,86,84,85,43,4,4,CL
Jesús Corona,Liga NOS (POR 1),FC Porto,Mexico,RM,7.2K ,84,455,2223,-13,62,173,84,68,78,88,77,5,4,CL
Alex Telles,Liga NOS (POR 1),FC Porto,Brazil,LB,0 ,84,477,2300,-41,71,181,85,74,83,80,79,2,3,CL
Erling Haaland,Bundesliga,Dortmund,Norway,ST,9.2K ,84,438,2058,46,88,194,84,87,63,76,43,3,3,CL
Roman Bürki,Bundesliga,Dortmund,Switzerland,GK,7.3K ,84,455,935,34,85,187,85,82,72,88,46,2,1,CL
Axel Witsel,Bundesliga,Dortmund,Belgium,CDM,8.2K ,84,461,2248,9,81,186,63,73,81,80,82,4,4,CL
Guerreiro,Bundesliga,Dortmund,Portugal,LM,7.6K ,84,453,2189,18,71,170,74,78,84,87,73,2,4,CL
Douglas Costa,Bundesliga,FC Bayern,Brazil,LM,8K ,84,437,2096,67,70,172,93,73,79,90,43,3,5,CL
Kingsley Coman,Bundesliga,FC Bayern,France,LM,8K ,84,421,2002,53,75,179,93,76,77,87,29,3,4,CL
David Alaba,Bundesliga,FC Bayern,Austria,CB,10.5K ,84,467,2281,64,78,180,77,70,81,80,83,4,3,CL
Leon Goretzka,Bundesliga,FC Bayern,Germany,CM,11.5K ,84,477,2276,72,76,189,78,78,80,82,77,4,3,CL
Niklas Süle,Bundesliga,FC Bayern,Germany,CB,14.5K ,84,387,1714,16,97,195,69,42,59,51,85,3,2,CL
André Onana,Eredivisie (NED 1),Ajax,Cameroon,GK,0 ,84,482,1100,1,93,190,84,80,87,86,63,3,1,CL
Nicolás Tagliafico,Eredivisie (NED 1),Ajax,Argentina,LB,7.4K ,84,448,2115,19,65,172,82,56,73,76,82,2,3,CL
Azpilicueta,Premier League,Chelsea,Spain,RB,8.6K ,84,431,2110,4,77,178,67,55,77,72,84,3,2,CL
Saúl Ñíguez Esclápez,LaLiga Santander,Atlético de Madrid,Spain,CM,8.1K ,84,464,2245,14,76,184,68,79,79,81,78,4,3,CL
Thomas Partey,LaLiga Santander,Atlético de Madrid,Ghana,CM,0 ,84,474,2229,-1,77,185,71,74,81,81,82,3,3,CL
Felipe,LaLiga Santander,Atlético de Madrid,Brazil,CB,10K ,84,395,1847,11,83,190,62,41,58,62,86,3,2,CL
José María Giménez,LaLiga Santander,Atlético de Madrid,Uruguay,CB,8.5K ,84,390,1784,-2,80,185,67,45,53,56,86,3,2,CL
Douglas Costa,Serie A TIM,Piemonte Calcio,Brazil,LM,0 ,84,437,2096,18,70,172,93,73,79,90,43,3,5,CL
Arthur Henrique Ramos Oliveira Melo,Serie A TIM,Piemonte Calcio,Brazil,CM,8K ,84,454,2198,18,73,171,66,73,82,87,75,3,4,CL
Idrissa Gueye,Ligue 1 Conforama,Paris SG,Senegal,CDM,7.5K ,84,443,2122,12,66,174,69,61,71,78,85,3,3,CL
Fernandinho,Premier League,Manchester City,Brazil,CB,12.5K ,84,456,2225,26,67,179,64,72,78,78,85,4,3,CL
Alessandro Florenzi,Ligue 1 Conforama,Paris SG,Italy,RB,44.5K ,84,485,2360,555,67,173,84,81,82,82,80,3,4,IF
Thomas Delaney,Bundesliga,Dortmund,Denmark,CB,41K ,84,483,2311,3129,79,182,80,77,77,78,86,4,3,IF
Ibrahima Niane,Ligue 1 Conforama,FC Metz,Senegal,ST,50.05K ,84,437,2031,-198,73,187,92,84,70,83,32,3,3,Ligue 1 POTM SBC
Marcos Llorente,LaLiga Santander,Atlético de Madrid,Spain,CM,164K ,84,487,2262,1312,74,184,85,77,81,74,86,3,3,Halloween
Manuel Lazzari,Serie A TIM,Lazio,Italy,RM,25.5K ,84,458,2158,254,67,174,85,83,81,85,57,3,3,Halloween
Nordi Mukiele,Bundesliga,RB Leipzig,France,RB,0 ,84,451,2111,6137,84,187,89,45,72,85,77,3,3,Halloween Objective
Iñaki Williams,LaLiga Santander,Athletic Club,Spain,ST,0 ,84,464,2203,3508,79,186,88,82,78,90,42,2,4,Halloween SBC
Iñaki Williams,LaLiga Santander,Athletic Club,Spain,ST,0 ,84,464,2195,-141,79,186,88,89,78,83,42,2,4,Halloween SBC
Anderson Talisca,Chinese FA Super L. (CHN 1),Guangzhou,Brazil,CAM,65.8K ,84,466,2246,5602,80,190,87,84,83,85,56,4,4,Halloween SBC
Juan Cuadrado,Serie A TIM,Piemonte Calcio,Colombia,RB,159K ,84,483,2316,1322,72,179,92,75,81,83,82,3,5,Halloween
Jason Denayer,Ligue 1 Conforama,OL,Belgium,CB,56.85K ,84,436,1977,2885,80,184,81,48,69,66,84,3,2,Halloween SBC
João Félix Sequeira,LaLiga Santander,Atlético de Madrid,Portugal,ST,78K ,84,448,2174,5156,70,181,84,85,77,86,43,4,5,IF
Kevin Volland,Ligue 1 Conforama,AS Monaco,Germany,ST,50K ,84,460,2230,187,83,179,77,87,82,83,44,4,3,IF
Fernando Pacheco Flores,LaLiga Santander,D. Alavés,Spain,GK,73.5K ,84,457,978,41,81,186,84,81,73,86,48,2,1,IF
Bojan,Major League Soccer (MLS),Impact Montréal,Spain,CAM,0 ,84,426,2100,754,68,170,82,82,85,87,30,4,4,Squad Foundations
Ivan Perišic,Serie A TIM,Inter,Croatia,LM,19.75K ,84,469,2264,318,80,186,83,83,81,80,64,5,4,UCL Live
Jules Koundé,LaLiga Santander,Sevilla FC,France,CB,0 ,84,427,1981,11172,75,178,82,39,64,76,86,3,2,UCL Live Obj.
Luis Muriel,Serie A TIM,Atalanta,Colombia,ST,67K ,84,450,2130,2697,79,179,92,85,78,88,32,4,4,UCL Live
Renato Sanches,Ligue 1 Conforama,LOSC,Portugal,CM,795K ,84,502,2396,3338,70,176,85,81,83,87,79,4,4,UEL Live
Lukasz Fabianski,Premier League,West Ham,Poland,GK,63K ,84,465,930,123,83,190,84,85,75,85,52,2,1,IF
Max Kruse,Bundesliga,Union Berlin,Germany,CF,52K ,84,447,2194,169,76,180,70,85,86,85,48,4,4,IF
Ollie Watkins,Premier League,Aston Villa,England,ST,45.75K ,84,463,2188,3805,70,180,90,84,77,82,54,4,3,SIF
Marcos Llorente,LaLiga Santander,Atlético de Madrid,Spain,CF,88K ,84,493,2294,2859,74,184,86,78,82,83,80,3,3,IF
Quincy Promes,Eredivisie (NED 1),Ajax,Netherlands,CAM,140K ,84,462,2211,6791,72,174,91,83,82,84,48,4,5,UCL Live
Joshua King,EFL Championship (ENG 2),AFC Bournemouth,Norway,CF,0 ,84,467,2201,1071,82,184,93,84,78,84,45,3,4,Squad Foundations
Yannick Carrasco,LaLiga Santander,Atlético de Madrid,Belgium,LM,36.5K ,84,447,2118,3119,72,181,93,85,78,86,38,4,4,IF
Fabián Ruiz Peña,Serie A TIM,Napoli,Spain,CM,48.5K ,84,457,2185,33,70,189,66,80,80,84,76,4,4,IF
Benjamin Mendy,Premier League,Manchester City,France,LB,46K ,84,463,2169,793,85,185,84,58,81,80,80,3,3,IF
Raphael Dias Belloli,Premier League,Leeds United,Brazil,RM,74.5K ,84,463,2203,2385,68,176,94,79,78,85,52,3,4,IF
Wout Weghorst,Bundesliga,VfL Wolfsburg,Netherlands,ST,57K ,84,421,1986,126,84,197,69,86,62,74,42,3,3,IF
Erling Haaland,Bundesliga,Dortmund,Norway,ST,0 ,84,438,2058,-417,88,194,84,87,63,76,43,3,3,
Mitchell van Bergen,Eredivisie (NED 1),SC Heerenveen,Netherlands,RW,0 ,84,439,2067,5097,62,170,96,81,76,85,35,5,3,Squad Foundations
Álvaro Borja Morata Martín,Serie A TIM,Piemonte Calcio,Spain,ST,17K ,84,436,2059,457,84,190,83,83,74,83,33,4,3,TOTGS
Yusuf Yazici,Ligue 1 Conforama,LOSC,Turkey,ST,14.25K ,84,469,2256,631,74,185,77,85,86,86,55,4,4,eTOTGS
Nicolas Pépé,Premier League,Arsenal,Côte d'Ivoire,RW,33.5K ,84,440,2109,964,73,183,91,81,78,85,35,2,4,eTOTGS
Youssef El Arabi,Hellas Liga (GRE 1),Olympiacos CFP,Morocco,ST,43K ,84,446,2191,-11,84,182,77,89,77,84,43,4,3,SIF
Juan Cuadrado,Serie A TIM,Piemonte Calcio,Colombia,RB,117K ,84,484,2330,839,72,179,92,75,83,90,76,3,5,IF
James Maddison,Premier League,Leicester City,England,CAM,64.85K ,84,453,2199,-1986,73,175,80,81,87,86,57,4,4,eTOTGS SBC
Nani,Major League Soccer (MLS),Orlando City,Portugal,CAM,26K ,84,450,2166,1760,70,177,82,83,84,89,41,5,5,FUT Freeze
Leon Bailey,Bundesliga,Leverkusen,Jamaica,RW,112.85K ,84,445,2137,2096,79,178,96,82,79,87,32,4,4,FUT Freeze SBC
Daniel Olmo Carvajal,Bundesliga,RB Leipzig,Spain,CAM,44K ,84,450,2199,100,68,179,74,83,84,87,55,4,4,SIF
Andrea Consigli,Serie A TIM,Sassuolo,Italy,GK,38K ,84,461,876,21,82,189,84,85,77,86,45,3,1,IF
James Tavernier,Scottish Premiership (SPFL),Rangers,England,RB,36K ,84,504,2404,5320,75,180,92,79,84,84,78,3,3,SIF
Carlos Soler Barragán,LaLiga Santander,Valencia CF,Spain,CM,41.5K ,84,477,2266,421,76,180,84,83,84,84,67,4,3,SIF
Jonathan Bamba,Ligue 1 Conforama,LOSC,France,LM,69.5K ,84,453,2184,1545,70,175,92,83,80,86,42,4,4,SIF
Matthias Ginter,Bundesliga,M'gladbach,Germany,CB,54K ,84,432,2025,-2,86,191,63,60,74,67,87,3,2,IF
Takefusa Kubo,LaLiga Santander,Villarreal CF,Japan,RM,17K ,84,450,2122,2053,67,173,89,77,78,90,48,4,4,UEL Live
Adama,Premier League,Wolves,Spain,LB,210.35K ,84,493,2232,-2028,72,178,96,72,75,86,80,2,4,FUT Freeze SBC
Álex Moreno,LaLiga Santander,Real Betis,Spain,RB,66.5K ,84,480,2269,2344,68,179,91,65,81,83,82,3,3,FUT Freeze
João Victor,Bundesliga,VfL Wolfsburg,Brazil,ST,162.05K ,84,438,2041,-1687,72,178,89,85,73,82,35,5,4,FUT Freeze SBC
Presnel Kimpembe,Ligue 1 Conforama,Paris SG,France,CB,60.5K ,84,431,2006,2373,80,189,76,42,71,71,84,3,2,IF
Jason Denayer,Ligue 1 Conforama,OL,Belgium,CB,39.5K ,84,443,2026,766,80,184,80,47,71,75,85,3,2,SIF
Mike Maignan,Ligue 1 Conforama,LOSC,France,GK,41.75K ,84,469,965,304,91,191,83,84,84,85,49,3,1,IF
Omar Al Soma,MBS Pro League (SAU 1),Al Ahli,Syria,ST,39.75K ,84,459,2218,184,86,190,77,88,80,81,46,4,3,SIF
Jordan Amavi,Ligue 1 Conforama,OM,France,LB,18.25K ,84,484,2301,557,70,176,83,73,79,83,84,5,3,Headliners
Matheus Santos Carneiro Da Cunha,Bundesliga,Hertha Berlin,Brazil,CAM,0 ,84,455,2189,1689,76,183,86,85,80,89,38,4,4,Headliners Obj
Jordi Masip López,LaLiga Santander,R. Valladolid CF,Spain,GK,50K ,84,484,1059,36,76,180,85,85,76,87,68,4,1,IF
Tomáš Soucek,Premier League,West Ham,Czech Republic,CDM,35.75K ,84,470,2215,669,86,192,72,75,77,77,83,3,3,IF
Bartlomiej Dragowski,Serie A TIM,Fiorentina,Poland,GK,41K ,84,472,931,266,74,188,85,83,80,87,53,2,1,SIF
Rafael Alcântara,Ligue 1 Conforama,Paris SG,Brazil,CM,30.5K ,84,477,2297,1010,71,174,76,83,86,88,74,4,4,Headliners
Eran Zahavi,Eredivisie (NED 1),PSV,Israel,ST,40.5K ,84,451,2184,-777,71,182,82,86,79,85,42,4,4,IF
Angelo Ogbonna,Premier League,West Ham,Italy,CB,36.5K ,84,415,1961,191,86,191,65,46,65,70,87,3,2,SIF
Teun Koopmeiners,Eredivisie (NED 1),AZ,Netherlands,CM,38K ,84,481,2357,908,77,183,74,81,84,78,82,2,3,SIF
Ludovic Ajorque,Ligue 1 Conforama,Strasbourg,France,ST,36.25K ,84,427,1993,-393,82,197,74,86,70,77,33,2,3,SIF
Youri Tielemans,Premier League,Leicester City,Belgium,CDM,36K ,84,467,2282,379,72,176,70,81,86,82,73,5,4,IF
Nico Elvedi,Bundesliga,M'gladbach,Switzerland,CB,49.5K ,84,440,2007,1003,78,189,80,40,74,75,87,3,3,IF
Sergio Canales Madrazo,LaLiga Santander,Real Betis,Spain,CDM,39.25K ,84,473,2231,200,65,176,80,83,85,85,70,3,4,IF
Marcelo,Ligue 1 Conforama,OL,Brazil,CB,35.5K ,84,417,1986,-493,85,191,55,54,66,65,86,2,2,SIF
Nick Pope,Premier League,Burnley,England,GK,65.5K ,84,467,928,3851,76,200,83,84,78,86,51,3,1,IF
Andrej Kramaric,Bundesliga,TSG Hoffenheim,Croatia,CAM,34.5K ,84,431,2121,89,73,177,75,88,75,87,32,4,4,IF
Callum Wilson,Premier League,Newcastle Utd,England,ST,35K ,84,455,2152,427,66,180,88,85,74,84,44,3,4,SIF
André Miguel Valente da Silva,Bundesliga,Frankfurt,Portugal,ST,33.5K ,84,449,2176,188,78,184,77,86,74,84,48,3,4,SIF
Lucas Ocampos,LaLiga Santander,Sevilla FC,Argentina,RW,18.75K ,84,488,2319,243,84,188,86,86,81,84,65,3,4,MOTM
José Luis Morales Nogales,LaLiga Santander,Levante UD,Spain,LM,50K ,84,485,2310,839,70,180,91,85,83,88,64,4,4,SIF
Moussa Diaby,Bundesliga,Leverkusen,France,LW,30.5K ,84,436,2019,267,67,170,96,70,79,87,46,2,4,IF
Fernando Muslera,Süper Lig (TUR 1),Galatasaray,Uruguay,GK,33.75K ,84,477,1062,314,74,190,86,79,78,86,63,2,1,IF
Gabriel Armando de Abreu,LaLiga Santander,Valencia CF,Brazil,CB,38.5K ,84,435,2058,240,72,185,71,51,73,68,87,2,2,IF
Luke Shaw,Premier League,Manchester Utd,England,LB,31K ,84,465,2211,967,75,181,83,56,79,81,84,2,3,IF
Mattia Perin,Serie A TIM,Genoa,Italy,GK,37.75K ,84,475,947,51,77,188,85,84,74,89,60,3,1,IF
Jean-Pierre Nsame,Raiffeisen Super L. (SUI 1),BSC Young Boys,Cameroon,ST,31.75K ,84,432,2034,97,88,188,86,86,63,79,33,4,3,SIF
Scott McTominay,Premier League,Manchester Utd,Scotland,CDM,29.5K ,84,486,2295,555,88,193,74,79,81,82,81,3,3,MOTM
Ivan Rakitic,LaLiga Santander,Sevilla FC,Croatia,CAM,15.75K ,84,463,2245,77,78,184,64,83,87,80,77,4,3,MOTM
Gylfi Sigurðsson,Premier League,Everton,Iceland,CAM,16K ,84,459,2269,95,77,186,65,85,88,84,65,4,3,MOTM
Marc Cucurella Saseta,LaLiga Santander,Getafe CF,Spain,CM,0 ,84,481,2288,575,66,172,83,74,84,83,77,3,3,FUT Future Stars
Luis Muriel,Serie A TIM,Atalanta,Colombia,ST,35K ,84,447,2116,440,79,179,92,85,77,88,32,4,4,SIF
Sebastián Coates,Liga NOS (POR 1),Sporting CP,Uruguay,CB,37K ,84,410,1849,120,92,196,65,47,57,65,87,3,2,IF
Roman Yaremchuk,1A Pro League (BEL 1),KAA Gent,Ukraine,ST,31K ,84,468,2205,74,79,190,86,84,79,80,55,3,3,SIF
Emiliano Martínez,Premier League,Aston Villa,Argentina,GK,31.75K ,84,491,1078,473,90,195,85,86,84,86,65,3,1,SIF
Fofana,Premier League,Leicester City,France,CB,0 ,84,459,2191,328,76,190,76,64,77,74,84,3,2,FUT Future Stars Obj
Julian Brandt,Bundesliga,Dortmund,Germany,CAM,0 ,84,444,2106,-407,83,185,81,78,82,86,51,4,4,CL
Amin Younes,Bundesliga,Frankfurt,Germany,CAM,30K ,84,443,2127,266,71,168,83,76,81,92,46,2,4,SIF
Cristian Romero,Serie A TIM,Atalanta,Argentina,CB,35K ,84,422,2015,744,79,185,77,46,63,62,87,2,2,SIF
Rodrigo Javier De Paul,Serie A TIM,Udinese,Argentina,CM,33K ,84,478,2272,308,70,178,83,83,87,89,62,3,4,SIF
Michael Keane,Premier League,Everton,England,CB,32.75K ,84,434,2017,-50,82,191,66,55,70,72,86,2,2,SIF
Sébastien Haller,Eredivisie (NED 1),Ajax,France,ST,34K ,84,442,2101,222,82,190,75,84,66,78,54,3,3,IF
Olivier Giroud,Premier League,Chelsea,France,ST,16.25K ,84,416,2089,1775,91,193,47,85,77,78,47,3,3,CL MOTM
Mislav Oršic,Liga Hrvatska (CRO 1),Dinamo Zagreb,Croatia,LM,16K ,84,489,2345,1795,69,179,96,87,81,85,68,4,3,Europa MOTM
Philipp Max,Eredivisie (NED 1),PSV,Germany,LB,0 ,84,481,2259,684,77,177,87,73,84,81,80,3,3,Squad Foundations
Robin Gosens,Serie A TIM,Atalanta,Germany,LM,31K ,84,485,2285,334,76,183,86,78,80,80,79,3,3,IF
Myron Boadu,Eredivisie (NED 1),AZ,Netherlands,ST,80.5K ,84,453,2139,4731,67,183,95,87,74,86,37,5,3,SIF
Rúben Santos Gato Alves Dias,Premier League,Manchester City,Portugal,CB,36.25K ,84,406,1883,360,82,187,70,41,57,64,87,4,2,IF
Edinson Cavani,Premier League,Manchester Utd,Uruguay,ST,8K ,84,441,2148,2766,77,185,73,85,70,76,55,4,3,Rare
Rico Henry,EFL Championship (ENG 2),Brentford,England,LB,0 ,84,469,2190,2550,66,170,94,51,80,83,80,2,3,Squad Foundations
Kevin Kampl,Bundesliga,RB Leipzig,Slovenia,CDM,25K ,84,450,2207,6,66,178,72,70,84,88,70,4,3,IF
Bernat,Ligue 1 Conforama,Paris SG,Spain,LB,3.2K ,83,450,2148,147,67,170,81,64,79,83,76,3,4,Rare
Lopes,Ligue 1 Conforama,OL,Portugal,GK,1.4K ,83,468,1045,133,81,184,85,80,74,86,63,2,1,Rare
Steve Mandanda,Ligue 1 Conforama,OM,France,GK,1.5K ,83,454,946,130,82,185,81,81,78,84,49,3,1,Rare
Marcos Acuña,Liga NOS (POR 1),Sporting CP,Argentina,LB,0 ,83,478,2305,100,69,172,76,74,82,86,78,3,4,Rare
João Cancelo,Premier League,Manchester City,Portugal,RB,3.8K ,83,461,2197,794,74,182,86,65,79,83,77,3,4,Rare
Marcelo,LaLiga Santander,Real Madrid,Brazil,LB,2.8K ,83,472,2255,680,75,174,79,73,80,88,76,4,5,Rare
Ferland Mendy,LaLiga Santander,Real Madrid,France,LB,7K ,83,471,2168,9093,73,180,92,64,76,79,78,5,4,Rare
Kieran Trippier,LaLiga Santander,Atlético de Madrid,England,RB,3.7K ,83,442,2186,39,71,173,73,60,81,77,79,4,3,Rare
Aaron Wan-Bissaka,Premier League,Manchester Utd,England,RB,4.4K ,83,441,2044,1840,72,183,86,51,68,80,82,2,4,Rare
Joe Gomez,Premier League,Liverpool,England,CB,6.5K ,83,411,1849,6739,77,188,82,30,66,70,83,3,3,Rare
Joel Matip,Premier League,Liverpool,Cameroon,CB,4.6K ,83,405,1896,44,90,194,60,46,68,68,85,2,2,Rare
Dele Alli,Premier League,Spurs,England,CAM,2.5K ,83,464,2236,310,80,188,72,80,79,83,71,3,4,Rare
Steven Bergwijn,Premier League,Spurs,Netherlands,LM,3.2K ,83,441,2062,734,78,178,87,79,78,85,39,2,4,Rare
